"ZDM","UPDOWN","ZDXH","JINGDU","WEIDU","XLH","BUSLINE_ID","LINETYPE_ID","CITY_ID"
"千山","0","0","123.14978","41.04305","8支","8635","9","1"
"庙尔台","0","1","123.14683","41.04934","8支","8635","9","1"
"温泉","0","2","122.91954","41.01616","8支","8635","9","1"
"鞍钢千疗","0","3","123.14153","41.06274","8支","8635","9","1"
"千山职业中专","0","4","123.14015","41.06632","8支","8635","9","1"
"倪家台","0","5","123.13654","41.07454","8支","8635","9","1"
"七岭子","0","6","123.12283","41.09303","8支","8635","9","1"
"水泥道口","0","7","123.10612","41.10251","8支","8635","9","1"
"十八中","0","8","123.09967","41.1057","8支","8635","9","1"
"鞍钢副业总厂","0","9","123.09581","41.10754","8支","8635","9","1"
"康福有限公司","0","10","123.09328","41.10771","8支","8635","9","1"
"省警校","0","11","123.08158","41.10971","8支","8635","9","1"
"九星花园","0","12","123.05231","41.1236","8支","8635","9","1"
"辽宁科技大学","0","13","123.06766","41.11125","8支","8635","9","1"
"绿色智慧城","0","14","123.0611","41.1115","8支","8635","9","1"
"环保培训中心","0","15","123.05637","41.10943","8支","8635","9","1"
"玉佛山隧道西","0","16","123.04508","41.10783","8支","8635","9","1"
"工人疗养院(鞍山市中级法院)","0","17","123.03092","41.11202","8支","8635","9","1"
"玉佛苑","0","18","123.02093","41.11284","8支","8635","9","1"
"烟草公司","0","19","123.01397","41.11946","8支","8635","9","1"
"人民公园","0","20","123.0061","41.12233","8支","8635","9","1"
"胜利广场","0","21","123.00323","41.11744","8支","8635","9","1"
"站前(虹桥北)","0","22","122.98891","41.12113","8支","8635","9","1"
"站前(虹桥北)","1","0","122.98891","41.12113","8支","8635","9","1"
"胜利广场","1","1","123.0032","41.11744","8支","8635","9","1"
"人民公园","1","2","123.00613","41.12233","8支","8635","9","1"
"烟草公司","1","3","123.014","41.11946","8支","8635","9","1"
"玉佛苑","1","4","123.02096","41.11284","8支","8635","9","1"
"工人疗养院(鞍山市中级法院)","1","5","123.03092","41.11202","8支","8635","9","1"
"玉佛山隧道西","1","6","123.04511","41.10783","8支","8635","9","1"
"环保培训中心","1","7","123.05637","41.10943","8支","8635","9","1"
"绿色智慧城","1","8","123.06113","41.1115","8支","8635","9","1"
"辽宁科技大学","1","9","123.06769","41.11125","8支","8635","9","1"
"九星花园","1","10","123.05234","41.1236","8支","8635","9","1"
"省警校","1","11","123.08158","41.10971","8支","8635","9","1"
"康福有限公司","1","12","123.09331","41.10771","8支","8635","9","1"
"鞍钢副业总厂","1","13","123.09584","41.10754","8支","8635","9","1"
"十八中","1","14","123.0997","41.1057","8支","8635","9","1"
"水泥道口","1","15","123.10615","41.10251","8支","8635","9","1"
"七岭子","1","16","123.1228","41.09303","8支","8635","9","1"
"倪家台","1","17","123.13657","41.07454","8支","8635","9","1"
"千山职业中专","1","18","123.14018","41.06632","8支","8635","9","1"
"鞍钢千疗","1","19","123.14156","41.06274","8支","8635","9","1"
"温泉","1","20","122.91954","41.01616","8支","8635","9","1"
"庙尔台","1","21","123.14686","41.04934","8支","8635","9","1"
"千山","1","22","123.14981","41.04305","8支","8635","9","1"
"","1","23","0","0","8支","8635","9","1"
"","1","24","0","0","8支","8635","9","1"
"","1","25","0","0","8支","8635","9","1"
"","1","26","0","0","8支","8635","9","1"
"","1","27","0","0","8支","8635","9","1"
"","1","28","0","0","8支","8635","9","1"
"","1","29","0","0","8支","8635","9","1"
"千山","0","0","123.14978","41.04305","8路大线","8636","9","1"
"庙尔台小学","0","1","0","0","8路大线","8636","9","1"
"庙尔台","0","2","123.14683","41.04934","8路大线","8636","9","1"
"温泉","0","3","122.91954","41.01616","8路大线","8636","9","1"
"鞍钢千疗","0","4","123.14153","41.06274","8路大线","8636","9","1"
"千山温泉滑雪场","0","5","0","0","8路大线","8636","9","1"
"倪家台","0","6","123.13654","41.07454","8路大线","8636","9","1"
"松瑞烧伤病医院","0","7","0","0","8路大线","8636","9","1"
"山印新村","0","8","0","0","8路大线","8636","9","1"
"七岭子","0","9","123.1228","41.09303","8路大线","8636","9","1"
"水泥道口","0","10","123.10612","41.10251","8路大线","8636","9","1"
"十八中学","0","11","0","0","8路大线","8636","9","1"
"鞍钢副业总厂","0","12","123.09581","41.10754","8路大线","8636","9","1"
"鞍钢乳业","0","13","0","0","8路大线","8636","9","1"
"七号桥","0","14","123.09232","41.10919","8路大线","8636","9","1"
"第一中学","0","15","122.99857","41.11372","8路大线","8636","9","1"
"东阳街","0","16","0","0","8路大线","8636","9","1"
"越岭路","0","17","0","0","8路大线","8636","9","1"
"恒大名都","0","18","0","0","8路大线","8636","9","1"
"运通叁号第","0","19","0","0","8路大线","8636","9","1"
"颐和城","0","20","0","0","8路大线","8636","9","1"
"苗圃","0","21","123.06933","41.14946","8路大线","8636","9","1"
"太平小区","0","22","123.0812","41.15807","8路大线","8636","9","1"
"太平村","0","23","123.08004","41.15719","8路大线","8636","9","1"
"工业街","0","24","123.05302","41.15091","8路大线","8636","9","1"
"励工街","0","25","123.04211","41.15778","8路大线","8636","9","1"
"孟泰公园","0","26","123.03826","41.15234","8路大线","8636","9","1"
"立山","0","27","123.03555","41.15279","8路大线","8636","9","1"
"劳动路","0","28","123.02511","41.15483","8路大线","8636","9","1"
"立山桥洞","0","29","123.02013","41.15288","8路大线","8636","9","1"
"双山路","0","30","123.02236","41.14399","8路大线","8636","9","1"
"小东门","0","31","123.0125","41.14324","8路大线","8636","9","1"
"北方晨报","0","32","0","0","8路大线","8636","9","1"
"和平桥","0","33","123.00364","41.13598","8路大线","8636","9","1"
"五一路","0","34","122.99769","41.12399","8路大线","8636","9","1"
"虹桥北","0","35","122.99322","41.11976","8路大线","8636","9","1"
"虹桥北","1","0","122.99322","41.11976","8路大线","8636","9","1"
"五一路","1","1","122.99772","41.12399","8路大线","8636","9","1"
"和平桥","1","2","123.00367","41.13598","8路大线","8636","9","1"
"北方晨报","1","3","0","0","8路大线","8636","9","1"
"小东门","1","4","123.01253","41.14324","8路大线","8636","9","1"
"双山路","1","5","123.02236","41.14399","8路大线","8636","9","1"
"立山桥洞","1","6","123.02016","41.15288","8路大线","8636","9","1"
"劳动路","1","7","123.02511","41.15483","8路大线","8636","9","1"
"立山","1","8","123.03558","41.15279","8路大线","8636","9","1"
"孟泰公园","1","9","123.03826","41.15234","8路大线","8636","9","1"
"励工街","1","10","123.04211","41.15778","8路大线","8636","9","1"
"工业街","1","11","123.05302","41.15091","8路大线","8636","9","1"
"太平村","1","12","123.08007","41.15719","8路大线","8636","9","1"
"苗圃","1","13","123.06936","41.14946","8路大线","8636","9","1"
"颐和城","1","14","0","0","8路大线","8636","9","1"
"运通叁号第","1","15","0","0","8路大线","8636","9","1"
"恒大名都","1","16","0","0","8路大线","8636","9","1"
"越岭路","1","17","0","0","8路大线","8636","9","1"
"东阳街","1","18","0","0","8路大线","8636","9","1"
"第一中学","1","19","122.99857","41.11372","8路大线","8636","9","1"
"七号桥","1","20","123.09235","41.10919","8路大线","8636","9","1"
"鞍钢乳业","1","21","0","0","8路大线","8636","9","1"
"鞍钢副业总厂","1","22","123.09584","41.10754","8路大线","8636","9","1"
"十八中学","1","23","0","0","8路大线","8636","9","1"
"水泥道口","1","24","123.10615","41.10251","8路大线","8636","9","1"
"七岭子","1","25","123.12283","41.09303","8路大线","8636","9","1"
"山印新村","1","26","0","0","8路大线","8636","9","1"
"松瑞烧伤病医院","1","27","0","0","8路大线","8636","9","1"
"倪家台","1","28","123.13657","41.07454","8路大线","8636","9","1"
"千山温泉滑雪场","1","29","0","0","8路大线","8636","9","1"
"鞍钢千疗","1","30","123.14156","41.06274","8路大线","8636","9","1"
"温泉","1","31","122.91957","41.01616","8路大线","8636","9","1"
"庙尔台","1","32","123.14686","41.04934","8路大线","8636","9","1"
"庙尔台小学","1","33","0","0","8路大线","8636","9","1"
"千山","1","34","123.14981","41.04305","8路大线","8636","9","1"
"腾鳌镇","0","0","122.83188","41.08022","9","8637","9","1"
"比利华温泉小镇","0","1","0","0","9","8637","9","1"
"正和温泉家园","0","2","122.82954","41.08438","9","8637","9","1"
"腾鳌镇政府","0","3","122.8382","41.08195","9","8637","9","1"
"滨河花园","0","4","0","0","9","8637","9","1"
"腾百(交通岗)","0","5","122.8369","41.08387","9","8637","9","1"
"桥南","0","6","122.83527","41.08319","9","8637","9","1"
"腾鳌老站","0","7","122.84044","41.09125","9","8637","9","1"
"张忠堡","0","8","122.8631","41.09837","9","8637","9","1"
"农业园","0","9","122.85886","41.09742","9","8637","9","1"
"科技园","0","10","122.86761","41.09932","9","8637","9","1"
"新堡","0","11","122.90028","41.10704","9","8637","9","1"
"中储粮千山库","0","12","122.88418","41.10341","9","8637","9","1"
"东大二手车市场","0","13","122.89128","41.10491","9","8637","9","1"
"奥通钢管","0","14","122.95163","41.11137","9","8637","9","1"
"蔬菜研究所","0","15","122.93796","41.11513","9","8637","9","1"
"鞍山石材市场","0","16","122.90735","41.10838","9","8637","9","1"
"安特集团","0","17","0","0","9","8637","9","1"
"宁远屯","0","18","122.94161","41.11599","9","8637","9","1"
"宁远物流中心","0","19","122.92143","41.11158","9","8637","9","1"
"宝德中学","0","20","122.94341","41.11642","9","8637","9","1"
"地号","0","21","122.94442","41.11666","9","8637","9","1"
"江铃汽车","0","22","122.93911","41.11543","9","8637","9","1"
"乡政府","0","23","122.94191","41.11606","9","8637","9","1"
"解放西路(机动车交易市场)","0","24","0","0","9","8637","9","1"
"传染病院","0","25","122.95226","41.11859","9","8637","9","1"
"第六中学","0","26","122.95857","41.12013","9","8637","9","1"
"永乐公园","0","27","122.96471","41.12159","9","8637","9","1"
"第三中学","0","28","122.97087","41.12619","9","8637","9","1"
"兴盛广场","0","29","122.97521","41.12495","9","8637","9","1"
"联营公司","0","30","122.97996","41.12386","9","8637","9","1"
"铁西广场","0","31","122.98674","41.12174","9","8637","9","1"
"红桥北","0","32","0","0","9","8637","9","1"
"红桥北","1","0","0","0","9","8637","9","1"
"铁西广场","1","1","122.98674","41.12174","9","8637","9","1"
"联营公司","1","2","122.97993","41.12386","9","8637","9","1"
"兴盛广场","1","3","122.97518","41.12495","9","8637","9","1"
"第三中学","1","4","122.97087","41.12619","9","8637","9","1"
"永乐公园","1","5","122.96474","41.12159","9","8637","9","1"
"第六中学","1","6","122.95857","41.12013","9","8637","9","1"
"传染病院","1","7","122.95226","41.11859","9","8637","9","1"
"解放西路(机动车交易市场)","1","8","0","0","9","8637","9","1"
"乡政府","1","9","122.94191","41.11606","9","8637","9","1"
"江铃汽车","1","10","122.93911","41.11543","9","8637","9","1"
"地号","1","11","122.94445","41.11666","9","8637","9","1"
"宝德中学","1","12","122.94344","41.11642","9","8637","9","1"
"宁远物流中心","1","13","122.92143","41.11158","9","8637","9","1"
"宁远屯","1","14","122.94164","41.11599","9","8637","9","1"
"安特集团","1","15","0","0","9","8637","9","1"
"鞍山石材市场","1","16","122.90735","41.10838","9","8637","9","1"
"蔬菜研究所","1","17","122.93799","41.11513","9","8637","9","1"
"奥通钢管","1","18","122.95163","41.11137","9","8637","9","1"
"东大二手车市场","1","19","122.89128","41.10491","9","8637","9","1"
"中储粮千山库","1","20","122.88418","41.10341","9","8637","9","1"
"新堡","1","21","122.90031","41.10704","9","8637","9","1"
"科技园","1","22","122.86761","41.09932","9","8637","9","1"
"农业园","1","23","122.85886","41.09742","9","8637","9","1"
"张忠堡","1","24","122.86313","41.09837","9","8637","9","1"
"腾鳌老站","1","25","122.84044","41.09125","9","8637","9","1"
"桥南","1","26","122.8353","41.08319","9","8637","9","1"
"腾百(交通岗)","1","27","122.8369","41.08387","9","8637","9","1"
"滨河花园","1","28","0","0","9","8637","9","1"
"腾鳌镇政府","1","29","122.8382","41.08195","9","8637","9","1"
"正和温泉家园","1","30","122.82954","41.08438","9","8637","9","1"
"比利华温泉小镇","1","31","0","0","9","8637","9","1"
"腾鳌镇","1","32","122.83191","41.08022","9","8637","9","1"
"站前","0","0","122.99162","41.12029","10","8638","9","1"
"新兴商贸城","0","1","122.98827","41.10932","10","8638","9","1"
"老年病医院","0","2","122.98862","41.10889","10","8638","9","1"
"山南小学","0","3","122.98741","41.09975","10","8638","9","1"
"家私城","0","4","122.99588","41.10356","10","8638","9","1"
"解放路桥东","0","5","122.98792","41.10063","10","8638","9","1"
"福利街","0","6","122.98714","41.09263","10","8638","9","1"
"中华南路","0","7","122.9928","41.09083","10","8638","9","1"
"园林大道","0","8","123.00284","41.09493","10","8638","9","1"
"新营广场","0","9","123.00921","41.09384","10","8638","9","1"
"长兴街","0","10","123.01486","41.0899","10","8638","9","1"
"嘉伦花园","0","11","123.01455","41.08723","10","8638","9","1"
"辛英路","0","12","0","0","10","8638","9","1"
"汽车二公司","0","13","123.0221","41.08276","10","8638","9","1"
"高官岭","0","14","123.0279","41.07788","10","8638","9","1"
"崔家屯","0","15","123.04088","41.07325","10","8638","9","1"
"红楼","0","16","123.05371","41.07208","10","8638","9","1"
"三十八道口","0","17","123.05663","41.0664","10","8638","9","1"
"西山","0","18","123.35681","40.22679","10","8638","9","1"
"西山","1","0","123.35681","40.22679","10","8638","9","1"
"三十八道口","1","1","123.05663","41.0664","10","8638","9","1"
"红楼","1","2","123.05374","41.07208","10","8638","9","1"
"崔家屯","1","3","123.04091","41.07325","10","8638","9","1"
"高官岭","1","4","123.02793","41.07788","10","8638","9","1"
"汽车二公司","1","5","123.0221","41.08276","10","8638","9","1"
"辛英路","1","6","0","0","10","8638","9","1"
"嘉伦花园","1","7","123.01455","41.08723","10","8638","9","1"
"长兴街","1","8","123.01486","41.0899","10","8638","9","1"
"新营广场","1","9","123.00921","41.09384","10","8638","9","1"
"园林大道","1","10","122.992","41.08138","10","8638","9","1"
"中华南路","1","11","122.9928","41.09083","10","8638","9","1"
"福利街","1","12","122.98714","41.09263","10","8638","9","1"
"解放路桥东","1","13","122.98792","41.10063","10","8638","9","1"
"家私城","1","14","122.99588","41.10356","10","8638","9","1"
"山南小学","1","15","122.98744","41.09975","10","8638","9","1"
"老年病医院","1","16","122.98862","41.10889","10","8638","9","1"
"新兴商贸城","1","17","122.98827","41.10932","10","8638","9","1"
"站前","1","18","122.99165","41.12029","10","8638","9","1"
"虹桥北(站前)","0","0","122.2656","40.70301","12","8639","9","1"
"兴盛广场","0","1","122.97518","41.12495","12","8639","9","1"
"铁西医院","0","2","122.96799","41.1279","12","8639","9","1"
"大西街北口","0","3","122.96171","41.1388","12","8639","9","1"
"宋三台子","0","4","122.95291","41.14262","12","8639","9","1"
"达道湾","0","5","122.91904","41.16283","12","8639","9","1"
"高速公路口","0","6","122.9111","41.16653","12","8639","9","1"
"韭菜台","0","7","123.00078","41.12553","12","8639","9","1"
"黄家屯","0","8","122.91033","41.18846","12","8639","9","1"
"红星模板厂","0","9","122.99662","40.77426","12","8639","9","1"
"西环市车站","0","10","123.01999","41.09191","12","8639","9","1"
"特区委","0","11","122.98488","41.11645","12","8639","9","1"
"中心村","0","12","123.05445","41.11383","12","8639","9","1"
"特区北口","0","13","122.98488","41.11645","12","8639","9","1"
"河北村","0","14","123.25946","40.16283","12","8639","9","1"
"刘二堡","0","15","122.92536","41.21927","12","8639","9","1"
"刘二堡","1","0","122.91584","41.22455","12","8639","9","1"
"河北村","1","1","123.25946","40.16283","12","8639","9","1"
"特区北口","1","2","122.98488","41.11645","12","8639","9","1"
"中心村","1","3","123.05445","41.11383","12","8639","9","1"
"特区委","1","4","122.98488","41.11645","12","8639","9","1"
"西环市车站","1","5","123.01999","41.09191","12","8639","9","1"
"红星模板厂","1","6","122.99662","40.77426","12","8639","9","1"
"黄家屯","1","7","122.91033","41.18846","12","8639","9","1"
"韭菜台","1","8","123.00078","41.12553","12","8639","9","1"
"高速公路口","1","9","122.9111","41.16653","12","8639","9","1"
"达道湾","1","10","122.91907","41.16283","12","8639","9","1"
"宋三台子","1","11","122.95294","41.14262","12","8639","9","1"
"大西街北口","1","12","122.96174","41.1388","12","8639","9","1"
"铁西医院","1","13","122.96802","41.1279","12","8639","9","1"
"兴盛广场","1","14","122.97521","41.12495","12","8639","9","1"
"虹桥北(站前)","1","15","122.2656","40.70301","12","8639","9","1"
"","1","16","0","0","12","8639","9","1"
"","1","17","0","0","12","8639","9","1"
"虹桥北","0","0","122.99322","41.11976","12支","8640","9","1"
"铁西广场","0","1","122.98674","41.12174","12支","8640","9","1"
"联营公司","0","2","122.97993","41.12386","12支","8640","9","1"
"兴盛广场","0","3","122.97518","41.12495","12支","8640","9","1"
"铁西医院","0","4","122.96799","41.1279","12支","8640","9","1"
"共和街","0","5","122.96597","41.12942","12支","8640","9","1"
"大西街北口","0","6","122.96171","41.1388","12支","8640","9","1"
"宋三台子","0","7","122.95291","41.14262","12支","8640","9","1"
"吴三台子","0","8","122.9536","41.15128","12支","8640","9","1"
"外环路口","0","9","122.95473","41.16531","12支","8640","9","1"
"红旗堡","0","10","122.94473","41.17042","12支","8640","9","1"
"烟狼寨","0","11","122.93066","41.17661","12支","8640","9","1"
"开发区道口","0","12","122.91877","41.18191","12支","8640","9","1"
"东堡","0","13","122.90973","41.1859","12支","8640","9","1"
"东堡","1","0","122.90976","41.1859","12支","8640","9","1"
"开发区道口","1","1","122.9188","41.18191","12支","8640","9","1"
"烟狼寨","1","2","122.93069","41.17661","12支","8640","9","1"
"红旗堡","1","3","122.94476","41.17042","12支","8640","9","1"
"外环路口","1","4","122.95476","41.16531","12支","8640","9","1"
"吴三台子","1","5","122.95363","41.15128","12支","8640","9","1"
"宋三台子","1","6","122.95294","41.14262","12支","8640","9","1"
"大西街北口","1","7","122.9611","41.13939","12支","8640","9","1"
"共和街","1","8","122.96658","41.12933","12支","8640","9","1"
"铁西医院","1","9","122.96802","41.1279","12支","8640","9","1"
"兴盛广场","1","10","122.97521","41.12495","12支","8640","9","1"
"联营公司","1","11","122.97996","41.12386","12支","8640","9","1"
"铁西广场","1","12","122.98677","41.12174","12支","8640","9","1"
"虹桥北","1","13","122.99322","41.11976","12支","8640","9","1"
"虹桥北","0","0","122.99322","41.11976","13","8641","9","1"
"站前(蓝天大厦)","0","1","123.00362","41.11525","13","8641","9","1"
"新兴市场","0","2","122.99053","41.11294","13","8641","9","1"
"辽南市场","0","3","122.98782","41.10815","13","8641","9","1"
"市体育中心","0","4","122.98133","41.09471","13","8641","9","1"
"四方台(交通宾馆)","0","5","122.97755","41.09169","13","8641","9","1"
"旧堡","0","6","122.96326","41.07382","13","8641","9","1"
"鞍山城","0","7","122.94867","41.06338","13","8641","9","1"
"小房身","0","8","122.94185","41.05448","13","8641","9","1"
"中所屯","0","9","122.92404","41.04275","13","8641","9","1"
"汤岗子镇政府","0","10","122.9187","41.02567","13","8641","9","1"
"二十二中学","0","11","122.91903","41.01965","13","8641","9","1"
"温泉","0","12","122.91954","41.01616","13","8641","9","1"
"汤岗子","0","13","122.91343","41.01193","13","8641","9","1"
"大屯市场","0","14","122.91154","41.00629","13","8641","9","1"
"大屯","0","15","122.92232","41.00161","13","8641","9","1"
"大屯宾馆","0","16","122.93206","40.9996","13","8641","9","1"
"大屯宾馆","1","0","122.93209","40.9996","13","8641","9","1"
"大屯","1","1","122.92235","41.00161","13","8641","9","1"
"大屯市场","1","2","122.91157","41.00629","13","8641","9","1"
"汤岗子","1","3","122.91346","41.01193","13","8641","9","1"
"温泉","1","4","122.91957","41.01616","13","8641","9","1"
"二十二中学","1","5","122.91903","41.01965","13","8641","9","1"
"汤岗子镇政府","1","6","122.91873","41.02567","13","8641","9","1"
"中所屯","1","7","122.92407","41.04275","13","8641","9","1"
"小房身","1","8","122.94188","41.05448","13","8641","9","1"
"鞍山城","1","9","122.9487","41.06338","13","8641","9","1"
"旧堡","1","10","122.96329","41.07382","13","8641","9","1"
"四方台(交通宾馆)","1","11","122.97755","41.09169","13","8641","9","1"
"市体育中心","1","12","122.98133","41.09471","13","8641","9","1"
"辽南市场","1","13","122.98785","41.10815","13","8641","9","1"
"新兴市场","1","14","122.99056","41.11294","13","8641","9","1"
"站前(蓝天大厦)","1","15","123.00365","41.11525","13","8641","9","1"
"虹桥北","1","16","122.99322","41.11976","13","8641","9","1"
"站前(虹桥北)","0","0","122.98891","41.12113","15","8642","9","1"
"联营公司","0","1","122.97993","41.12386","15","8642","9","1"
"铁西医院","0","2","122.96799","41.1279","15","8642","9","1"
"共和街","0","3","122.96597","41.12942","15","8642","9","1"
"新钢广场","0","4","122.95941","41.14048","15","8642","9","1"
"宋三台子","0","5","122.95291","41.14262","15","8642","9","1"
"吴三台子","0","6","122.9536","41.15128","15","8642","9","1"
"红旗变电所(李三台子)","0","7","122.95398","41.1542","15","8642","9","1"
"小营盘道口","0","8","122.95998","41.17485","15","8642","9","1"
"小营盘","0","9","122.97357","41.1703","15","8642","9","1"
"陶瓷厂","0","10","122.98726","41.17902","15","8642","9","1"
"城昂堡","0","11","122.98296","41.1842","15","8642","9","1"
"村政府","0","12","122.9727","41.18805","15","8642","9","1"
"郎家厂","0","13","122.96064","41.19099","15","8642","9","1"
"郎家厂","1","0","122.96067","41.19099","15","8642","9","1"
"村政府","1","1","122.97273","41.18805","15","8642","9","1"
"城昂堡","1","2","122.98299","41.1842","15","8642","9","1"
"陶瓷厂","1","3","122.98729","41.17902","15","8642","9","1"
"小营盘","1","4","122.9736","41.1703","15","8642","9","1"
"小营盘道口","1","5","122.96001","41.17485","15","8642","9","1"
"红旗变电所(李三台子)","1","6","122.95401","41.1542","15","8642","9","1"
"吴三台子","1","7","122.95363","41.15128","15","8642","9","1"
"宋三台子","1","8","122.95294","41.14262","15","8642","9","1"
"新钢广场","1","9","122.95944","41.14048","15","8642","9","1"
"共和街","1","10","122.966","41.12942","15","8642","9","1"
"铁西医院","1","11","122.96802","41.1279","15","8642","9","1"
"联营公司","1","12","122.97996","41.12386","15","8642","9","1"
"站前(虹桥北)","1","13","122.98894","41.12113","15","8642","9","1"
"","1","14","0","0","15","8642","9","1"
"","1","15","0","0","15","8642","9","1"
"天河大厦","0","0","122.99571","41.11661","17","8643","9","1"
"站前(虹桥北)","0","1","122.98891","41.12113","17","8643","9","1"
"人民公园","0","2","123.00613","41.12233","17","8643","9","1"
"对炉山","0","3","123.00028","41.1296","17","8643","9","1"
"友好街","0","4","123.01411","41.14507","17","8643","9","1"
"立山","0","5","123.03558","41.15279","17","8643","9","1"
"孟家沟","0","6","123.0446","41.15134","17","8643","9","1"
"太平","0","7","123.05495","41.15082","17","8643","9","1"
"苗圃","0","8","123.06936","41.14946","17","8643","9","1"
"魏家屯","0","9","123.08281","41.13292","17","8643","9","1"
"雷训团","0","10","123.08749","41.12411","17","8643","9","1"
"汪家峪","0","11","123.09071","41.11218","17","8643","9","1"
"火炬广场","0","12","123.0924","41.10878","17","8643","9","1"
"鞍钢副业总厂","0","13","123.09584","41.10754","17","8643","9","1"
"十八中","0","14","123.0997","41.1057","17","8643","9","1"
"水泥道口","0","15","123.10615","41.10251","17","8643","9","1"
"七岭子","0","16","123.1228","41.09303","17","8643","9","1"
"山印子","0","17","123.12611","41.08602","17","8643","9","1"
"运输车间","0","18","123.13764","41.08223","17","8643","9","1"
"眼前山矿","0","19","123.16008","41.07256","17","8643","9","1"
"洪台沟","0","20","123.17844","41.06704","17","8643","9","1"
"洪台沟","1","0","123.17847","41.06704","17","8643","9","1"
"眼前山矿","1","1","123.16011","41.07256","17","8643","9","1"
"运输车间","1","2","123.13767","41.08223","17","8643","9","1"
"山印子","1","3","123.12614","41.08602","17","8643","9","1"
"七岭子","1","4","123.12283","41.09303","17","8643","9","1"
"水泥道口","1","5","123.10612","41.10251","17","8643","9","1"
"十八中","1","6","123.09967","41.1057","17","8643","9","1"
"鞍钢副业总厂","1","7","123.09581","41.10754","17","8643","9","1"
"火炬广场","1","8","123.09243","41.10878","17","8643","9","1"
"汪家峪","1","9","123.09068","41.11218","17","8643","9","1"
"雷训团","1","10","123.08746","41.12411","17","8643","9","1"
"魏家屯","1","11","123.08278","41.13292","17","8643","9","1"
"苗圃","1","12","123.06933","41.14946","17","8643","9","1"
"太平","1","13","123.05498","41.15082","17","8643","9","1"
"孟家沟","1","14","123.04463","41.15134","17","8643","9","1"
"立山","1","15","123.03555","41.15279","17","8643","9","1"
"友好街","1","16","123.01414","41.14507","17","8643","9","1"
"对炉山","1","17","123.01144","41.13154","17","8643","9","1"
"人民公园","1","18","123.0061","41.12233","17","8643","9","1"
"站前(虹桥北)","1","19","122.98891","41.12113","17","8643","9","1"
"天河大厦","1","20","122.99574","41.11661","17","8643","9","1"
"虹桥北","0","0","122.99455","41.12316","104","8644","9","1"
"鞍山站","0","1","122.99264","41.11875","104","8644","9","1"
"新兴商贸城(海原商品批发城)","0","2","122.98943","41.11049","104","8644","9","1"
"安乐街","0","3","122.98715","41.10699","104","8644","9","1"
"解放路立交桥南","0","4","0","0","104","8644","9","1"
"交通宾馆","0","5","122.97658","41.09082","104","8644","9","1"
"千山区政府","0","6","122.96746","41.08071","104","8644","9","1"
"旧堡","0","7","122.96326","41.07382","104","8644","9","1"
"千山区委","0","8","122.95498","41.07628","104","8644","9","1"
"继电器厂","0","9","122.95588","41.07606","104","8644","9","1"
"区委党校","0","10","122.98488","41.11645","104","8644","9","1"
"沟家寨","0","11","122.93804","41.07749","104","8644","9","1"
"东河南","0","12","122.92458","41.07851","104","8644","9","1"
"双龙山","0","13","61.45792","20.53998","104","8644","9","1"
"西河南","0","14","122.90337","41.08136","104","8644","9","1"
"黄县村","0","15","122.89289","41.08857","104","8644","9","1"
"安费黄","0","16","0","0","104","8644","9","1"
"安家堡","0","17","123.09579","41.10761","104","8644","9","1"
"永安村","0","18","122.57604","41.15025","104","8644","9","1"
"腾鳌镇","0","19","122.83188","41.08022","104","8644","9","1"
"腾鳌镇","1","0","122.84039","41.08627","104","8644","9","1"
"永安村","1","1","122.84374","41.08586","104","8644","9","1"
"安家堡","1","2","123.09579","41.10761","104","8644","9","1"
"安费黄","1","3","0","0","104","8644","9","1"
"黄县村","1","4","122.89289","41.08857","104","8644","9","1"
"西河南","1","5","122.90338","41.08134","104","8644","9","1"
"双龙山","1","6","122.91583","41.07996","104","8644","9","1"
"东河南","1","7","122.92458","41.0785","104","8644","9","1"
"沟家寨","1","8","122.93132","41.07735","104","8644","9","1"
"区委党校","1","9","122.98488","41.11645","104","8644","9","1"
"继电器厂","1","10","122.95591","41.07606","104","8644","9","1"
"千山区委","1","11","122.95398","41.07596","104","8644","9","1"
"旧堡","1","12","122.963","41.07421","104","8644","9","1"
"千山区政府","1","13","122.96746","41.08071","104","8644","9","1"
"交通宾馆","1","14","122.97855","41.0922","104","8644","9","1"
"解放路立交桥南","1","15","0","0","104","8644","9","1"
"安乐街","1","16","123.00993","41.09834","104","8644","9","1"
"新兴商贸城(海原商品批发城)","1","17","122.98943","41.11049","104","8644","9","1"
"鞍山站","1","18","122.99264","41.11875","104","8644","9","1"
"红桥北","1","19","0","0","104","8644","9","1"
"站前(虹桥北)","0","0","122.98891","41.12113","107支","8645","9","1"
"联营公司","0","1","122.97993","41.12386","107支","8645","9","1"
"铁西医院","0","2","122.96799","41.1279","107支","8645","9","1"
"大西街","0","3","122.95894","41.13368","107支","8645","9","1"
"西二台子","0","4","122.94743","41.13444","107支","8645","9","1"
"阳气堡(天净环保)","0","5","122.92776","41.1411","107支","8645","9","1"
"郑台桥","0","6","122.91214","41.14656","107支","8645","9","1"
"乡政府","0","7","122.94191","41.11606","107支","8645","9","1"
"包家堡","0","8","122.89948","41.13983","107支","8645","9","1"
"周家堡","0","9","122.88671","41.1372","107支","8645","9","1"
"孙青","0","10","122.87723","41.14129","107支","8645","9","1"
"孙青","1","0","122.87726","41.14129","107支","8645","9","1"
"周家堡","1","1","122.88674","41.1372","107支","8645","9","1"
