"ZDM","UPDOWN","ZDXH","JINGDU","WEIDU","XLH","BUSLINE_ID","LINETYPE_ID","CITY_ID"
"包家堡","1","2","122.89951","41.13983","107支","8645","9","1"
"乡政府","1","3","122.94191","41.11606","107支","8645","9","1"
"郑台桥","1","4","122.91217","41.14656","107支","8645","9","1"
"阳气堡(天净环保)","1","5","122.92779","41.1411","107支","8645","9","1"
"西二台子","1","6","122.94746","41.13444","107支","8645","9","1"
"大西街","1","7","122.95897","41.13368","107支","8645","9","1"
"铁西医院","1","8","122.96802","41.1279","107支","8645","9","1"
"联营公司","1","9","122.97996","41.12386","107支","8645","9","1"
"站前(虹桥北)","1","10","122.98894","41.12113","107支","8645","9","1"
"","1","11","0","0","107支","8645","9","1"
"","1","12","0","0","107支","8645","9","1"
"站前","0","0","122.99165","41.12029","107","8646","9","1"
"联营公司","0","1","122.97993","41.12386","107","8646","9","1"
"铁西医院","0","2","122.96799","41.1279","107","8646","9","1"
"大西街","0","3","122.95894","41.13368","107","8646","9","1"
"西二台","0","4","122.70738","40.88137","107","8646","9","1"
"阳气堡(天净环保)","0","5","122.92776","41.1411","107","8646","9","1"
"郑台桥","0","6","122.91214","41.14656","107","8646","9","1"
"碳黑厂","0","7","122.89981","41.15233","107","8646","9","1"
"大郑台","0","8","122.89022","41.15768","107","8646","9","1"
"大郑台","1","0","122.89025","41.15768","107","8646","9","1"
"碳黑厂","1","1","122.89984","41.15233","107","8646","9","1"
"郑台桥","1","2","122.91217","41.14656","107","8646","9","1"
"阳气堡(天净环保)","1","3","122.92779","41.1411","107","8646","9","1"
"西二台","1","4","122.70738","40.88137","107","8646","9","1"
"大西街","1","5","122.95897","41.13368","107","8646","9","1"
"铁西医院","1","6","122.96884","41.12745","107","8646","9","1"
"联营公司","1","7","122.97993","41.12386","107","8646","9","1"
"站前","1","8","122.99162","41.12029","107","8646","9","1"
"站前(虹桥北)","0","0","122.98891","41.12113","118支","8647","9","1"
"铁西广场","0","1","122.98674","41.12174","118支","8647","9","1"
"联营公司","0","2","122.97993","41.12386","118支","8647","9","1"
"永乐公园","0","3","122.96474","41.12159","118支","8647","9","1"
"传染病医院","0","4","122.95144","41.11824","118支","8647","9","1"
"机动车交易市场","0","5","122.94966","41.11348","118支","8647","9","1"
"乡政府","0","6","122.94191","41.11606","118支","8647","9","1"
"地号","0","7","122.94445","41.11666","118支","8647","9","1"
"宝德中学","0","8","122.94344","41.11642","118支","8647","9","1"
"宁远屯","0","9","122.94164","41.11599","118支","8647","9","1"
"小台子－小台子村委会－大阳气村委会","0","10","123.05822","41.18124","118支","8647","9","1"
"大阳气村","0","11","122.91246","41.13449","118支","8647","9","1"
"大阳气村","1","0","122.91249","41.13449","118支","8647","9","1"
"小台子－小台子村委会－大阳气村委会","1","1","123.05822","41.18124","118支","8647","9","1"
"宁远屯","1","2","122.94161","41.11599","118支","8647","9","1"
"宝德中学","1","3","122.94341","41.11642","118支","8647","9","1"
"地号","1","4","122.94442","41.11666","118支","8647","9","1"
"乡政府","1","5","122.94191","41.11606","118支","8647","9","1"
"机动车交易市场","1","6","122.94966","41.11348","118支","8647","9","1"
"传染病医院","1","7","122.95147","41.11824","118支","8647","9","1"
"永乐公园","1","8","122.96471","41.12159","118支","8647","9","1"
"联营公司","1","9","122.97996","41.12386","118支","8647","9","1"
"铁西广场","1","10","122.98674","41.12174","118支","8647","9","1"
"站前(虹桥北)","1","11","122.98894","41.12113","118支","8647","9","1"
"","1","12","0","0","118支","8647","9","1"
"","1","13","0","0","118支","8647","9","1"
"小台子","0","0","122.91631","41.11062","118","8648","9","1"
"太阳气","0","1","123.00638","41.09746","118","8648","9","1"
"天净环保","0","2","123.00638","41.09746","118","8648","9","1"
"福安铸造","0","3","122.93976","41.10031","118","8648","9","1"
"二台子","0","4","122.94537","41.13313","118","8648","9","1"
"大西街","0","5","122.95894","41.13368","118","8648","9","1"
"铁西医院","0","6","122.96799","41.1279","118","8648","9","1"
"联营公司","0","7","122.97996","41.12386","118","8648","9","1"
"铁西广场","0","8","122.98674","41.12174","118","8648","9","1"
"虹桥北","0","9","122.99322","41.11976","118","8648","9","1"
"虹桥北","1","0","122.99322","41.11976","118","8648","9","1"
"铁西广场","1","1","122.98674","41.12174","118","8648","9","1"
"联营公司","1","2","122.97993","41.12386","118","8648","9","1"
"铁西医院","1","3","122.96799","41.1279","118","8648","9","1"
"大西街","1","4","122.95894","41.13368","118","8648","9","1"
"二台子","1","5","122.94537","41.13313","118","8648","9","1"
"福安铸造","1","6","122.93976","41.10031","118","8648","9","1"
"天净环保","1","7","123.00638","41.09746","118","8648","9","1"
"太阳气","1","8","123.00638","41.09746","118","8648","9","1"
"小台子","1","9","122.91631","41.11062","118","8648","9","1"
"矿泉啤酒厂","0","0","123.0911","41.16155","307支","8649","9","1"
"陈家台","0","1","123.08237","41.15871","307支","8649","9","1"
"西大楼","0","2","123.09568","41.15305","307支","8649","9","1"
"齐矿办","0","3","123.10182","41.15806","307支","8649","9","1"
"俱乐部","0","4","123.10122","41.16395","307支","8649","9","1"
"樱桃园","0","5","123.10482","41.16512","307支","8649","9","1"
"王家堡","0","6","123.12043","41.14692","307支","8649","9","1"
"白家堡","0","7","123.12775","41.13774","307支","8649","9","1"
"肖家堡","0","8","123.13247","41.12829","307支","8649","9","1"
"胡家庙","0","9","123.13755","41.11368","307支","8649","9","1"
"胡家庙","1","0","123.13758","41.11368","307支","8649","9","1"
"肖家堡","1","1","123.1325","41.12829","307支","8649","9","1"
"白家堡","1","2","123.12778","41.13774","307支","8649","9","1"
"王家堡","1","3","123.12046","41.14692","307支","8649","9","1"
"樱桃园","1","4","123.10485","41.16512","307支","8649","9","1"
"俱乐部","1","5","123.10125","41.16395","307支","8649","9","1"
"齐矿办","1","6","123.10185","41.15806","307支","8649","9","1"
"西大楼","1","7","123.09571","41.15305","307支","8649","9","1"
"陈家台","1","8","123.08237","41.15871","307支","8649","9","1"
"矿泉啤酒厂","1","9","123.0911","41.16155","307支","8649","9","1"
"矿泉啤酒厂","0","0","123.09107","41.16155","307","8650","9","1"
"陈家台","0","1","123.08234","41.15871","307","8650","9","1"
"西大楼","0","2","123.09568","41.15305","307","8650","9","1"
"齐矿办","0","3","123.10182","41.15806","307","8650","9","1"
"俱乐部","0","4","123.10224","41.16427","307","8650","9","1"
"樱桃园","0","5","123.10482","41.16512","307","8650","9","1"
"北选","0","6","123.06072","41.07226","307","8650","9","1"
"北选","1","0","123.06072","41.07226","307","8650","9","1"
"樱桃园","1","1","123.10485","41.16512","307","8650","9","1"
"俱乐部","1","2","123.10125","41.16395","307","8650","9","1"
"齐矿办","1","3","123.10185","41.15806","307","8650","9","1"
"西大楼","1","4","123.09571","41.15305","307","8650","9","1"
"陈家台","1","5","123.08234","41.15871","307","8650","9","1"
"矿泉啤酒厂","1","6","123.09107","41.16155","307","8650","9","1"
"鞍山站前","0","0","123.00777","41.11875","鞍山首山城际公交","8651","9","1"
"胜利会堂","0","1","123.00818","41.12576","鞍山首山城际公交","8651","9","1"
"立山广场","0","2","123.03404","41.15308","鞍山首山城际公交","8651","9","1"
"北出口","0","3","123.04897","41.17228","鞍山首山城际公交","8651","9","1"
"土台子","0","4","123.00931","41.53561","鞍山首山城际公交","8651","9","1"
"商业银行","0","5","123.04914","41.17258","鞍山首山城际公交","8651","9","1"
"首山客运站","0","6","122.74869","40.86852","鞍山首山城际公交","8651","9","1"
"首山客运站","1","0","122.74869","40.86852","鞍山首山城际公交","8651","9","1"
"商业银行","1","1","123.04914","41.17258","鞍山首山城际公交","8651","9","1"
"土台子","1","2","123.00931","41.53561","鞍山首山城际公交","8651","9","1"
"北出口","1","3","123.049","41.17228","鞍山首山城际公交","8651","9","1"
"立山广场","1","4","123.03401","41.15308","鞍山首山城际公交","8651","9","1"
"胜利会堂","1","5","123.00821","41.12576","鞍山首山城际公交","8651","9","1"
"鞍山站前","1","6","123.00777","41.11875","鞍山首山城际公交","8651","9","1"
"后峪","0","0","123.00703","41.08418","2路","8652","10","1"
"康宁街","0","1","122.99878","41.08884","2路","8652","10","1"
"长大医院","0","2","123.00321","41.08935","2路","8652","10","1"
"解放东路","0","3","122.98499","41.10298","2路","8652","10","1"
"第九中学","0","4","0","0","2路","8652","10","1"
"卫钢街","0","5","123.00367","41.10524","2路","8652","10","1"
"工农街","0","6","0","0","2路","8652","10","1"
"二一九公园","0","7","123.01187","41.11255","2路","8652","10","1"
"胜利广场东(工商银行)","0","8","123.00296","41.11644","2路","8652","10","1"
"站前广场北","0","9","122.99387","41.11836","2路","8652","10","1"
"铁西广场","0","10","122.98674","41.12174","2路","8652","10","1"
"联营公司","0","11","122.97993","41.12386","2路","8652","10","1"
"兴盛广场","0","12","122.97518","41.12495","2路","8652","10","1"
"第三中学","0","13","122.97087","41.12619","2路","8652","10","1"
"中国医大鞍山医院","0","14","0","0","2路","8652","10","1"
"星火街","0","15","122.96051","41.12673","2路","8652","10","1"
"大西街","0","16","122.95894","41.13368","2路","8652","10","1"
"旧物市场","0","17","122.95148","41.1331","2路","8652","10","1"
"二台子","0","18","122.94537","41.13313","2路","8652","10","1"
"二台子西","0","19","122.94543","41.12944","2路","8652","10","1"
"四达大道","0","20","0","0","2路","8652","10","1"
"十里河灯饰城","0","21","122.94083","41.14434","2路","8652","10","1"
"奥育街","0","22","122.93746","41.14628","2路","8652","10","1"
"职教城","0","23","122.92895","41.14921","2路","8652","10","1"
"职教城","1","0","122.92895","41.14921","2路","8652","10","1"
"奥育街","1","1","122.93746","41.14628","2路","8652","10","1"
"十里河灯饰城","1","2","122.94083","41.14434","2路","8652","10","1"
"四达大道","1","3","0","0","2路","8652","10","1"
"二台子西","1","4","122.94543","41.12944","2路","8652","10","1"
"二台子","1","5","122.94537","41.13313","2路","8652","10","1"
"旧物市场","1","6","122.95148","41.1331","2路","8652","10","1"
"大西街","1","7","122.95897","41.13368","2路","8652","10","1"
"星火街","1","8","122.96054","41.12673","2路","8652","10","1"
"中国医大鞍山医院","1","9","0","0","2路","8652","10","1"
"第三中学","1","10","122.97087","41.12619","2路","8652","10","1"
"兴盛广场","1","11","122.97521","41.12495","2路","8652","10","1"
"联营公司","1","12","122.97996","41.12386","2路","8652","10","1"
"铁西广场","1","13","122.98677","41.12174","2路","8652","10","1"
"站前街","1","14","122.99142","41.12047","2路","8652","10","1"
"胜利广场东(工商银行)","1","15","123.00296","41.11644","2路","8652","10","1"
"二一九公园","1","16","123.0119","41.11255","2路","8652","10","1"
"工农街","1","17","0","0","2路","8652","10","1"
"卫钢街","1","18","123.00367","41.10524","2路","8652","10","1"
"第九中学","1","19","0","0","2路","8652","10","1"
"解放东路","1","20","122.98499","41.10298","2路","8652","10","1"
"长大医院","1","21","123.00321","41.08935","2路","8652","10","1"
"康宁街","1","22","122.99878","41.08884","2路","8652","10","1"
"后峪","1","23","123.00706","41.08418","2路","8652","10","1"
"曙光河畔小区","0","0","123.06386","41.15515","5","8653","10","1"
"生产街","0","1","123.04342","41.15491","5","8653","10","1"
"太平村","0","2","123.08004","41.15719","5","8653","10","1"
"曙光路","0","3","123.04346","41.13162","5","8653","10","1"
"奖工街","0","4","123.04853","41.15179","5","8653","10","1"
"孟家沟","0","5","123.0446","41.15134","5","8653","10","1"
"励工街","0","6","123.04211","41.15778","5","8653","10","1"
"孟泰公园","0","7","123.03826","41.15234","5","8653","10","1"
"自由街","0","8","123.01841","41.15091","5","8653","10","1"
"双山医院","0","9","123.02947","41.13957","5","8653","10","1"
"光明街","0","10","123.0119","41.14236","5","8653","10","1"
"鞍钢总医院","0","11","123.01657","41.12628","5","8653","10","1"
"人民公园","0","12","123.0061","41.12233","5","8653","10","1"
"东山街","0","13","123.00296","41.1209","5","8653","10","1"
"工商银行","0","14","123.0137","41.13633","5","8653","10","1"
"胜利广场","0","15","123.0032","41.11744","5","8653","10","1"
"胜利广场","1","0","123.0032","41.11744","5","8653","10","1"
"工商银行","1","1","123.0137","41.13633","5","8653","10","1"
"东山街","1","2","123.00296","41.1209","5","8653","10","1"
"人民公园","1","3","123.00613","41.12233","5","8653","10","1"
"鞍钢总医院","1","4","123.01657","41.12628","5","8653","10","1"
"光明街","1","5","123.01193","41.14236","5","8653","10","1"
"双山医院","1","6","123.02947","41.13957","5","8653","10","1"
"自由街","1","7","123.01844","41.15091","5","8653","10","1"
"孟泰公园","1","8","123.03826","41.15234","5","8653","10","1"
"励工街","1","9","123.04211","41.15778","5","8653","10","1"
"孟家沟","1","10","123.0446","41.15134","5","8653","10","1"
"奖工街","1","11","123.04853","41.15179","5","8653","10","1"
"曙光路","1","12","123.04346","41.13162","5","8653","10","1"
"太平村","1","13","123.08004","41.15719","5","8653","10","1"
"生产街","1","14","123.04342","41.15491","5","8653","10","1"
"曙光河畔小区","1","15","123.06386","41.15515","5","8653","10","1"
"判甲炉","0","0","123.10404","41.16489","6","8654","10","1"
"齐大山医院","0","1","123.0941","41.16187","6","8654","10","1"
"陈家台","0","2","123.08234","41.15871","6","8654","10","1"
"太平村","0","3","123.08004","41.15719","6","8654","10","1"
"曙光医院","0","4","123.06363","41.14805","6","8654","10","1"
"鞍钢高中","0","5","123.0521","41.13375","6","8654","10","1"
"健身广场","0","6","123.03818","41.1332","6","8654","10","1"
"双山医院","0","7","123.02947","41.13957","6","8654","10","1"
"光明街","0","8","123.0119","41.14236","6","8654","10","1"
"小东门","0","9","123.0125","41.14324","6","8654","10","1"
"和平桥","0","10","123.00364","41.13598","6","8654","10","1"
"虹桥北","0","11","122.99322","41.11976","6","8654","10","1"
"站前","0","12","122.99162","41.12029","6","8654","10","1"
"民生东路","0","13","122.99418","41.11071","6","8654","10","1"
"老年病医院","0","14","122.98862","41.10889","6","8654","10","1"
"新兴市场","1","0","122.99056","41.11294","6","8654","10","1"
"民生东路","1","1","122.99418","41.11071","6","8654","10","1"
"站前","1","2","122.99162","41.12029","6","8654","10","1"
"虹桥北","1","3","122.99322","41.11976","6","8654","10","1"
"和平桥","1","4","123.00257","41.13485","6","8654","10","1"
"小东门","1","5","123.01246","41.14214","6","8654","10","1"
"光明街","1","6","123.01193","41.14236","6","8654","10","1"
"双山医院","1","7","123.02947","41.13957","6","8654","10","1"
"健身广场","1","8","123.03821","41.1332","6","8654","10","1"
"鞍钢高中","1","9","123.05213","41.13375","6","8654","10","1"
"曙光医院","1","10","123.06366","41.14805","6","8654","10","1"
"太平村","1","11","123.08007","41.15719","6","8654","10","1"
"陈家台","1","12","123.08237","41.15871","6","8654","10","1"
"齐大山医院","1","13","123.0941","41.16187","6","8654","10","1"
"判甲炉","1","14","123.10401","41.16489","6","8654","10","1"
"站前街","0","0","122.99142","41.12047","11","8655","10","1"
"虹桥北","0","1","122.99322","41.11976","11","8655","10","1"
"五一立交南","0","2","0","0","11","8655","10","1"
"金派商场","0","3","123.00078","41.12553","11","8655","10","1"
"新华街口","0","4","123.00897","41.12381","11","8655","10","1"
"胜利会堂","0","5","123.00818","41.12576","11","8655","10","1"
"对炉山","0","6","123.00028","41.1296","11","8655","10","1"
"通山街","0","7","123.00784","41.13925","11","8655","10","1"
"光明街","0","8","123.0119","41.14236","11","8655","10","1"
"双山路","0","9","123.02236","41.14399","11","8655","10","1"
"自由街","0","10","123.01841","41.15091","11","8655","10","1"
"立山","0","11","123.03558","41.15279","11","8655","10","1"
"第三医院","0","12","123.03431","41.15479","11","8655","10","1"
"生产街","0","13","123.04342","41.15491","11","8655","10","1"
"水源街","0","14","123.03985","41.15855","11","8655","10","1"
"沙河桥北","0","15","123.04624","41.16909","11","8655","10","1"
"沙河乡政府","0","16","123.04914","41.17258","11","8655","10","1"
"三粮库","0","17","123.05822","41.18124","11","8655","10","1"
"第十一中学","0","18","0","0","11","8655","10","1"
"北铸宿舍","0","19","123.06058","41.19012","11","8655","10","1"
"侯家屯","0","20","123.05526","41.19289","11","8655","10","1"
"钢绳厂","0","21","123.0454","41.19792","11","8655","10","1"
"麦山子","0","22","123.04043","41.20049","11","8655","10","1"
"大红旗","0","23","123.0314","41.2052","11","8655","10","1"
"大红旗","1","0","123.03143","41.2052","11","8655","10","1"
"麦山子","1","1","123.04046","41.20049","11","8655","10","1"
"钢绳厂","1","2","123.04543","41.19792","11","8655","10","1"
"侯家屯","1","3","123.05529","41.19289","11","8655","10","1"
"北铸宿舍","1","4","123.06061","41.19012","11","8655","10","1"
"第十一中学","1","5","0","0","11","8655","10","1"
"三粮库","1","6","123.05822","41.18124","11","8655","10","1"
"沙河乡政府","1","7","123.04914","41.17258","11","8655","10","1"
"沙河桥北","1","8","123.04627","41.16909","11","8655","10","1"
"水源街","1","9","123.03985","41.15855","11","8655","10","1"
"生产街","1","10","123.04342","41.15491","11","8655","10","1"
"第三医院","1","11","123.03431","41.15479","11","8655","10","1"
"立山","1","12","123.03555","41.15279","11","8655","10","1"
"自由街","1","13","123.01841","41.15091","11","8655","10","1"
"双山路","1","14","123.02236","41.14399","11","8655","10","1"
"光明街","1","15","123.0119","41.14236","11","8655","10","1"
"通山街","1","16","123.00784","41.13925","11","8655","10","1"
"对炉山","1","17","123.00031","41.1296","11","8655","10","1"
"胜利会堂","1","18","123.00818","41.12576","11","8655","10","1"
"新华街口","1","19","123.00897","41.12381","11","8655","10","1"
"钢城街","1","20","123.00094","41.12735","11","8655","10","1"
"虹桥北","1","21","122.99322","41.11976","11","8655","10","1"
"站前街","1","22","122.99142","41.12047","11","8655","10","1"
"丽水佳园","0","0","123.0524","41.15681","19","8656","10","1"
"工业街口","0","1","123.05228","41.15266","19","8656","10","1"
"曙光路口","0","2","123.05908","41.14607","19","8656","10","1"
"三高职","0","3","123.05915","41.14695","19","8656","10","1"
"四院","0","4","123.05784","41.14477","19","8656","10","1"
"深沟寺九区","0","5","123.05208","41.13936","19","8656","10","1"
"深沟寺十一区","0","6","123.05631","41.14356","19","8656","10","1"
"深沟寺八区","0","7","123.05032","41.13808","19","8656","10","1"
"自由街隧道西","0","8","123.04248","41.14053","19","8656","10","1"
"第八中学","0","9","123.02902","41.14533","19","8656","10","1"
"中华小学","0","10","123.02449","41.14237","19","8656","10","1"
"鞍钢技校","0","11","123.02216","41.13874","19","8656","10","1"
"鞍钢体育馆","0","12","123.01675","41.13478","19","8656","10","1"
"对炉山","0","13","123.00028","41.1296","19","8656","10","1"
"和平路","0","14","123.01046","41.13317","19","8656","10","1"
"团结街","0","15","123.00822","41.13152","19","8656","10","1"
"正义街","0","16","123.00421","41.12863","19","8656","10","1"
"八卦街","0","17","123.0042","41.12739","19","8656","10","1"
"五一路","0","18","122.99769","41.12399","19","8656","10","1"
"五一路","1","0","122.99772","41.12399","19","8656","10","1"
"金派商场","1","1","123.00078","41.12553","19","8656","10","1"
"正义街","1","2","123.00424","41.12863","19","8656","10","1"
"团结街","1","3","123.00825","41.13152","19","8656","10","1"
"对炉山","1","4","123.00031","41.1296","19","8656","10","1"
"鞍钢体育馆","1","5","123.01675","41.13478","19","8656","10","1"
"鞍钢技校","1","6","123.02216","41.13874","19","8656","10","1"
"中华小学","1","7","123.02452","41.14237","19","8656","10","1"
"第八中学","1","8","123.02902","41.14533","19","8656","10","1"
"自由街隧道西","1","9","123.04248","41.14053","19","8656","10","1"
"深沟寺八区","1","10","123.05032","41.13808","19","8656","10","1"
"深沟寺十一区","1","11","123.05631","41.14356","19","8656","10","1"
"深沟寺九区","1","12","123.05211","41.13936","19","8656","10","1"
"四院","1","13","123.05784","41.14477","19","8656","10","1"
"三高职","1","14","123.05918","41.14695","19","8656","10","1"
"曙光路口","1","15","123.05908","41.14607","19","8656","10","1"
"工业街口","1","16","123.05228","41.15266","19","8656","10","1"
"丽水佳园","1","17","123.0524","41.15681","19","8656","10","1"
"站前(虹桥北)","0","0","122.98894","41.12113","20","8657","10","1"
"胜利广场","0","1","123.0032","41.11744","20","8657","10","1"
"人民公园","0","2","123.00613","41.12233","20","8657","10","1"
"对炉山","0","3","123.00028","41.1296","20","8657","10","1"
"光明街","0","4","123.01193","41.14236","20","8657","10","1"
"友好街","0","5","123.01411","41.14507","20","8657","10","1"
"立山","0","6","123.03558","41.15279","20","8657","10","1"
"生产街西口","0","7","123.03774","41.15698","20","8657","10","1"
"沙河","0","8","123.04459","41.16565","20","8657","10","1"
"东沙河","0","9","123.05035","41.16963","20","8657","10","1"
"羊草庄","0","10","123.06968","41.17939","20","8657","10","1"
"灵山寺","0","11","123.07017","41.17062","20","8657","10","1"
"灵山寺","1","0","123.0702","41.17062","20","8657","10","1"
"羊草庄","1","1","123.06971","41.17939","20","8657","10","1"
"东沙河","1","2","123.05038","41.16963","20","8657","10","1"
"沙河","1","3","123.04462","41.16565","20","8657","10","1"
"生产街西口","1","4","123.03777","41.15698","20","8657","10","1"
"立山","1","5","123.03555","41.15279","20","8657","10","1"
"友好街","1","6","123.01414","41.14507","20","8657","10","1"
"光明街","1","7","123.0119","41.14236","20","8657","10","1"
"对炉山","1","8","123.00031","41.1296","20","8657","10","1"
"人民公园","1","9","123.0061","41.12233","20","8657","10","1"
"胜利广场","1","10","123.00323","41.11744","20","8657","10","1"
"站前(虹桥北)","1","11","122.98894","41.12113","20","8657","10","1"
"","1","12","0","0","20","8657","10","1"
"","1","13","0","0","20","8657","10","1"
"五一公交枢纽站","0","0","0","0","22","8658","10","1"
"鞍钢正门","0","1","122.99338","41.12616","22","8658","10","1"
"启明街","0","2","122.98847","41.12272","22","8658","10","1"
"铁西广场","0","3","122.98681","41.12184","22","8658","10","1"
"联营公司","0","4","122.98294","41.12304","22","8658","10","1"
"铁西区委","0","5","122.97626","41.12499","22","8658","10","1"
"三中","0","6","122.97153","41.12328","22","8658","10","1"
"铁西医院","0","7","122.96884","41.12747","22","8658","10","1"
"星火街","0","8","122.96226","41.12956","22","8658","10","1"
"大西街","0","9","122.95696","41.13127","22","8658","10","1"
"旧物市场","0","10","122.95148","41.1331","22","8658","10","1"
"二台子","0","11","122.94698","41.13458","22","8658","10","1"
"二台子西","0","12","122.94293","41.13592","22","8658","10","1"
"鞍山西站","0","13","123.00777","41.11875","22","8658","10","1"
"鞍山西站","1","0","122.9229","41.12382","22","8658","10","1"
"二台子西","1","1","122.94543","41.12944","22","8658","10","1"
"二台子","1","2","122.94537","41.13313","22","8658","10","1"
"旧物市场","1","3","122.95148","41.1331","22","8658","10","1"
"大西街","1","4","122.95894","41.13368","22","8658","10","1"
"星火街","1","5","122.96263","41.12927","22","8658","10","1"
"铁西医院","1","6","122.96799","41.1279","22","8658","10","1"
"三中","1","7","122.97153","41.12328","22","8658","10","1"
"铁西区委","1","8","122.97626","41.12499","22","8658","10","1"
"联营公司","1","9","122.97993","41.12386","22","8658","10","1"
"铁西广场","1","10","122.98674","41.12174","22","8658","10","1"
"启明街","1","11","122.98427","41.12474","22","8658","10","1"
"鞍钢正门","1","12","122.99026","41.12085","22","8658","10","1"
"五一公交枢纽站","1","13","0","0","22","8658","10","1"
"五一公交枢纽站","0","0","0","0","24","8659","10","1"
"铁西广场","0","1","122.98662","41.12176","24","8659","10","1"
"人民路","0","2","122.96547","41.12835","24","8659","10","1"
"自治街","0","3","122.9832","41.11857","24","8659","10","1"
"民生西路","0","4","122.96623","41.12831","24","8659","10","1"
"市体检中心","0","5","122.98488","41.11645","24","8659","10","1"
"大陆街","0","6","122.9732","41.11078","24","8659","10","1"
"新开街","0","7","122.97585","41.10761","24","8659","10","1"
"九街口","0","8","122.97112","41.10492","24","8659","10","1"
"二院","0","9","122.96685","41.10641","24","8659","10","1"
"二院","1","0","122.96688","41.10641","24","8659","10","1"
"九街口","1","1","122.97126","41.10502","24","8659","10","1"
"新开街","1","2","122.97588","41.10761","24","8659","10","1"
"大陆街","1","3","122.9732","41.11078","24","8659","10","1"
"市体检中心","1","4","122.98488","41.11645","24","8659","10","1"
"民生西路","1","5","122.96626","41.12831","24","8659","10","1"
"自治街","1","6","122.98323","41.11857","24","8659","10","1"
"人民路","1","7","122.96547","41.12835","24","8659","10","1"
"铁西广场","1","8","122.98627","41.12201","24","8659","10","1"
"五一公交枢纽站","1","9","0","0","24","8659","10","1"
"欧华小区","0","0","123.02942","41.08699","25","8660","10","1"
"鞍山市人才市场","0","1","123.00777","41.11875","25","8660","10","1"
"明达世纪花园","0","2","123.02197","41.09058","25","8660","10","1"
"辛英路","0","3","0","0","25","8660","10","1"
"长兴街","0","4","123.01486","41.0899","25","8660","10","1"
"鞍山中医院","0","5","123.00777","41.11875","25","8660","10","1"
"矿山宾馆","0","6","123.01251","41.094","25","8660","10","1"
"新营广场","0","7","123.00921","41.09384","25","8660","10","1"
"园林大道(交警支队)","0","8","123.00066","41.094","25","8660","10","1"
"中华南路","0","9","122.9928","41.09083","25","8660","10","1"
"福利街","0","10","122.98714","41.09263","25","8660","10","1"
"三街口","0","11","122.97699","41.10321","25","8660","10","1"
"九街口","0","12","122.97067","41.10522","25","8660","10","1"
"二院","0","13","122.96685","41.10641","25","8660","10","1"
"花卉市场","0","14","122.96168","41.10781","25","8660","10","1"
"传染病医院","0","15","122.95144","41.11824","25","8660","10","1"
"奥通钢管","0","16","122.95163","41.11137","25","8660","10","1"
"机场路(机动车交易市场)","0","17","122.9484","41.11566","25","8660","10","1"
"鞍山市玻璃钢制品厂","0","18","123.00777","41.11875","25","8660","10","1"
"鞍山永宏酒厂","0","19","123.00777","41.11875","25","8660","10","1"
"二台子法庭","0","20","122.9418","41.12972","25","8660","10","1"
"二台子南","0","21","122.94543","41.12944","25","8660","10","1"
"二台子北","0","22","122.94543","41.12944","25","8660","10","1"
"利民街(阪芙小镇)","0","23","122.94892","41.14002","25","8660","10","1"
"朝鲜小学","0","24","122.94513","41.13938","25","8660","10","1"
"通达路(新启明市场)","0","25","122.94406","41.1416","25","8660","10","1"
"十里河灯饰城(凯兴冷库)","0","26","122.94059","41.14386","25","8660","10","1"
"奥育街","0","27","122.93746","41.14628","25","8660","10","1"
"红星美凯龙(职教城)","0","28","122.94059","41.14386","25","8660","10","1"
"红星美凯龙(职教城)","1","0","122.94059","41.14386","25","8660","10","1"
"奥育街","1","1","122.93746","41.14628","25","8660","10","1"
"十里河灯饰城(凯兴冷库)","1","2","122.94059","41.14386","25","8660","10","1"
"通达路(新启明市场)","1","3","122.94406","41.1416","25","8660","10","1"
"朝鲜小学","1","4","122.94513","41.13938","25","8660","10","1"
"利民街(阪芙小镇)","1","5","122.94892","41.14002","25","8660","10","1"
"二台子北","1","6","122.94543","41.12944","25","8660","10","1"
"二台子南","1","7","122.94543","41.12944","25","8660","10","1"
"二台子法庭","1","8","122.9418","41.12972","25","8660","10","1"
"鞍山永宏酒厂","1","9","123.00777","41.11875","25","8660","10","1"
"鞍山市玻璃钢制品厂","1","10","123.00777","41.11875","25","8660","10","1"
"机场路(机动车交易市场)","1","11","122.9484","41.11566","25","8660","10","1"
"奥通钢管","1","12","122.95163","41.11137","25","8660","10","1"
"传染病医院","1","13","122.95144","41.11824","25","8660","10","1"
"花卉市场","1","14","122.96187","41.10794","25","8660","10","1"
"第二医院","1","15","122.5214","41.21514","25","8660","10","1"
"九街口","1","16","122.9707","41.10522","25","8660","10","1"
"三街口","1","17","122.97699","41.10321","25","8660","10","1"
"福利街","1","18","122.98984","41.0991","25","8660","10","1"
"中华南路","1","19","122.9928","41.09083","25","8660","10","1"
"园林大道(交警支队)","1","20","123.00066","41.094","25","8660","10","1"
"新营广场","1","21","123.00921","41.09384","25","8660","10","1"
"矿山宾馆","1","22","123.01251","41.094","25","8660","10","1"
"鞍山中医院","1","23","123.00777","41.11875","25","8660","10","1"
"长兴街","1","24","123.01486","41.0899","25","8660","10","1"
"辛英路","1","25","0","0","25","8660","10","1"
"明达世纪花园","1","26","123.022","41.09058","25","8660","10","1"
"鞍山市人才市场","1","27","123.00777","41.11875","25","8660","10","1"
